user_id,item_id,behavior_type,user_geohash,item_category,time
110581771,160998420,1,,5894,2014-12-04 18
110581771,18062114,1,,9829,2014-11-21 22
110581771,299706018,1,mt5fe3m,2825,2014-12-06 09
110581771,85404420,2,mt5fevf,10120,2014-12-03 13
110581771,387150814,1,,10894,2014-12-10 18
110634142,40665506,1,,11520,2014-12-07 15
110714353,79501778,3,9rf6v6i,10661,2014-12-07 20
110763121,94740176,1,,552,2014-11-19 00
110767510,351184385,1,99nfch2,8415,2014-12-16 10
110869486,213501196,1,9r2tl3h,7103,2014-11-19 19
110869486,56186079,1,9r2tlvs,10392,2014-12-01 22
110937247,183180576,1,95hqsau,5232,2014-11-27 16
110961790,314607119,1,99dm70g,12862,2014-12-16 21
110973556,218866317,1,,10079,2014-12-05 01
111111136,263920747,1,942qig4,14079,2014-12-18 17
111111136,340585147,1,,874,2014-12-04 21
111111136,317993340,1,942qide,5894,2014-12-13 22
111193273,363282643,1,,8095,2014-12-10 23
111222778,401478072,1,95bpspo,1843,2014-12-11 18
111246442,33268135,1,,6608,2014-12-09 12
111314602,332947249,3,,8010,2014-12-08 23
111345634,265488455,1,99ujj9v,3305,2014-12-02 09
111345634,340121206,1,99ujj44,3944,2014-12-11 14
111356041,195242970,1,96kaw2g,2708,2014-11-28 22
111382789,51547965,1,,11774,2014-12-10 16
111402076,197511184,1,95stv6h,10360,2014-12-08 15
111432262,277549073,1,,5399,2014-11-28 21
111435559,73976888,1,,2953,2014-12-09 19
111485020,122665458,1,,7876,2014-12-14 23
11164332,72103693,1,,9541,2014-11-20 20
111657607,133077192,1,,3064,2014-11-22 20
111657607,119158359,1,9ps7plm,2225,2014-11-25 21
111693916,54943488,1,,1937,2014-11-30 11
111721663,186167230,1,,1863,2014-11-24 09
111721663,266448526,1,,8877,2014-12-12 16
111727990,21118768,1,,5454,2014-12-08 11
111767206,244000011,4,,12973,2014-12-02 21
111801874,85040213,1,94m2cbn,5232,2014-12-11 19
111804220,189116097,1,,1741,2014-11-19 13
111944158,281849431,1,,3662,2014-12-07 11
111944158,355491322,1,,6000,2014-12-12 19
112075708,204286741,1,,8095,2014-12-16 19
112321912,287413354,1,,10481,2014-12-11 09
11244543,242537420,1,,4254,2014-12-18 22
112474195,32013152,1,99s2gdn,6054,2014-12-15 11
112556458,77683235,1,9623igd,12564,2014-12-09 20
112556458,181579393,1,,9614,2014-12-03 13
112561336,124959107,1,,6255,2014-11-28 09
112616842,279454468,1,,10223,2014-11-22 15
112626556,202601700,3,,8291,2014-11-18 01
112628608,349893983,1,,6000,2014-12-11 10
112679713,156868812,1,,10523,2014-11-21 21
112721758,104972858,3,,1838,2014-12-18 16
112722850,244069219,1,,5653,2014-11-22 07
112722850,158869349,1,,11279,2014-12-15 10
112851031,39118120,1,99be6r9,5689,2014-12-01 22
11296095,281123854,1,,10392,2014-12-07 05
11296095,291602387,1,,508,2014-12-07 17
113057321,209259551,1,,5894,2014-11-27 22
113077148,224268737,1,94itkit,1863,2014-11-20 09
113084363,289185004,1,,11279,2014-11-28 20
113126726,238958076,1,,3090,2014-11-29 16
113160185,8110502,1,95rics4,13230,2014-12-16 21
113232734,259078629,1,,11520,2014-11-29 22
113232734,325476620,1,95qq5fw,10481,2014-12-12 19
1133560,379986369,1,,8877,2014-11-19 16
113411339,164019498,1,,3660,2014-12-08 10
113424083,106178573,1,,1863,2014-12-04 18
113686031,387453497,1,,7103,2014-12-13 18
113694890,281251959,1,,9518,2014-12-13 20
11373921,170836686,1,943ocq4,987,2014-11-26 16
113859710,234601281,1,,3472,2014-11-19 15
113875946,138701994,1,95wl66r,5894,2014-12-17 12
113875946,24500964,1,,5894,2014-11-26 14
114627644,188513515,1,,11279,2014-11-18 18
11463048,329911509,1,95ricp2,11821,2014-12-11 22
114635819,57880720,1,9qv9l1k,6255,2014-11-29 20
114673667,103325019,1,,9569,2014-12-03 20
114686525,203530353,1,,6531,2014-12-09 13
114686924,172189387,1,,5027,2014-12-17 18
114686924,381823994,1,,3064,2014-12-05 22
114686924,9353323,3,,10875,2014-11-23 11
114726038,311790619,1,,5232,2014-12-12 19
114733253,327146509,1,,6742,2014-12-17 20
114761501,321336665,1,946vaqu,1851,2014-11-23 12
114761501,155193742,1,946vaqt,11439,2014-11-22 15
114885602,97835347,1,,4250,2014-12-05 00
114900605,212909801,1,94wj6ui,7296,2014-12-14 09
114954209,114163155,1,,9100,2014-12-05 15
114988271,81418975,1,9rf4322,3381,2014-12-10 11
115031243,179292350,1,,13338,2014-11-24 23
115132373,247598469,1,,2631,2014-12-10 22
115169447,305697588,1,,5027,2014-11-19 04
115172273,79251555,1,,316,2014-11-24 09
11525370,70067633,1,,1838,2014-12-07 11
115335440,55053813,1,,8956,2014-12-01 17
115374248,21796668,1,,6648,2014-12-09 19
115483400,207615788,1,,12855,2014-11-24 22
115483400,382966894,1,95wguh4,6287,2014-12-07 20
115483400,127097150,1,,5894,2014-11-23 23
115512791,350618926,1,,10258,2014-12-07 16
115568048,101962778,1,,10846,2014-12-10 10
115568048,145571597,1,950qpfo,4701,2014-12-15 21
115732103,227068916,1,9r7dd7e,5271,2014-12-18 17
115761083,71009533,1,95veu9a,7917,2014-12-09 14
115794566,329050361,1,,10532,2014-11-24 22
115794566,386559429,1,,9559,2014-11-27 11
115803845,378006254,1,,6344,2014-12-10 20
115803845,363814353,1,,6513,2014-12-09 17
115925495,272639944,1,95f63o3,5027,2014-11-28 22
115965395,187285162,1,9623jjw,10223,2014-12-12 22
115969784,194291859,1,9r7p1g1,1838,2014-11-25 18
116000306,176803741,1,9qpi5kl,3662,2014-12-07 22
116067452,104286326,1,94fo7mg,6054,2014-11-24 13
116107364,51628713,1,,11296,2014-12-12 03
116244119,284910480,1,,730,2014-12-05 07
116244119,65482073,1,,12090,2014-12-08 14
116358506,93814809,1,,14079,2014-11-24 20
116358506,49688656,1,,6541,2014-12-13 17
116387087,293251937,1,,11824,2014-12-13 22
116432675,2788177,1,,3660,2014-11-28 20
116483381,43589536,1,950taj0,5273,2014-11-24 23
116629220,57769396,1,,10533,2014-12-08 17
116648201,217149096,1,,13230,2014-12-18 23
116869043,174279030,1,,2771,2014-11-28 13
116922407,77020910,1,,6513,2014-11-24 01
116926283,17421721,1,,3544,2014-11-30 14
116926283,124194030,1,,12189,2014-12-16 21
117047321,388190931,1,,6513,2014-12-06 13
117047321,166736286,3,,4370,2014-12-09 08
117047321,214157710,1,,7344,2014-11-29 11
117086129,323101746,1,,10661,2014-12-15 11
117140471,103716971,1,99la5cc,1863,2014-12-02 12
117144062,251249124,1,,12569,2014-11-18 20
117144062,329839983,1,,11552,2014-12-11 01
11727744,144495871,1,,2828,2014-11-22 11
117300095,261736291,4,954vo3a,4269,2014-12-17 13
117373079,108943677,1,99cupu5,198,2014-11-19 20
117402830,201550248,1,9rf96fg,12328,2014-11-30 15
11746326,109181588,1,,3252,2014-12-05 13
11750796,202948829,1,,12514,2014-11-30 22
117661634,307815061,1,,8598,2014-12-12 22
11770470,112691066,1,,1863,2014-11-23 08
117826299,179831197,1,,5027,2014-12-12 00
117893601,334241237,1,94n73rd,12837,2014-12-11 18
117893601,283273408,1,,3381,2014-12-18 16
117893601,388993643,1,,6194,2014-11-28 22
117955677,378751390,1,9qu6fh0,11279,2014-12-12 23
118093245,356467485,1,,2953,2014-12-11 15
118099173,347626909,1,,3099,2014-12-02 20
118128678,168636205,1,,1083,2014-11-22 22
118147659,118365800,1,,13230,2014-12-13 14
118172610,8959462,1,95lkgvc,10072,2014-12-12 20
118260882,15867041,1,mtob6o7,9413,2014-11-29 12
118304385,194653273,1,,7103,2014-11-20 13
118304385,266459591,1,,11279,2014-11-25 11
118356849,320525658,1,95mf5vl,3660,2014-12-04 12
118471725,91756478,1,,7549,2014-12-11 21
118646943,11204100,1,mtmifm9,5204,2014-11-19 14
1187164,59286348,1,,8095,2014-11-24 19
118736868,33589115,1,,4370,2014-11-28 15
118736868,17735663,1,,6513,2014-11-20 21
118740900,194581624,1,,492,2014-11-24 21
118740900,286677188,1,,874,2014-12-15 11
118740900,173123600,1,,10481,2014-11-28 10
118740900,220802043,1,,13230,2014-12-05 19
118740900,353105772,1,,13230,2014-12-05 15
118740900,147034703,1,,5271,2014-11-27 23
118764717,162781236,1,,9397,2014-12-05 07
118791759,255708467,1,,5027,2014-12-14 20
118791759,169908980,1,,4116,2014-12-13 22
118838691,249930907,1,,8951,2014-12-09 17
118992774,243108438,1,,5232,2014-12-13 04
118992774,166175437,1,,7344,2014-12-10 20
11903451,328915290,1,94dephl,10961,2014-11-19 22
119077503,220889259,1,,4079,2014-12-05 10
119124231,3170914,1,,1121,2014-12-14 15
119147202,253087559,1,,5395,2014-12-18 23
119185050,241476089,1,94n7veh,9970,2014-12-11 22
119240352,44013418,1,,4127,2014-12-05 02
119360862,353591425,1,,5017,2014-11-23 21
119360862,59008543,1,,1863,2014-12-18 15
119373321,337685224,1,,3064,2014-12-06 16
119385372,348019869,1,,5749,2014-12-04 10
119387424,133542012,1,,5894,2014-12-10 08
119486616,57675148,1,,11279,2014-12-08 18
119597859,357711829,3,,8317,2014-12-06 21
119603841,220642050,1,,5271,2014-11-24 01
119604288,303718262,1,,10392,2014-12-02 09
119607432,337517795,1,,12067,2014-12-08 00
119607432,131303676,1,,2812,2014-12-06 23
119607432,79990024,2,,3662,2014-12-18 16
119643342,72889407,1,,4247,2014-12-04 07
119648178,109491310,1,,9807,2014-12-17 13
119648178,17903370,1,,603,2014-12-16 13
119748462,124964197,1,,13269,2014-11-29 01
119849592,170045095,3,,5867,2014-11-27 23
120148672,395928774,1,956mf4p,8650,2014-11-27 20
120148672,395928774,1,956mf9r,8650,2014-11-29 08
120148672,250635640,1,956mf46,6513,2014-11-24 14
120264394,55645029,1,99vshr7,1863,2014-12-03 17
120336943,58282949,1,,5944,2014-12-04 21
120492166,105401836,1,94rwiv9,5894,2014-12-12 22
120567898,9652159,1,94psrw4,5232,2014-12-01 18
120578419,41229796,1,,1863,2014-12-12 11
120640537,14597666,1,,5477,2014-12-16 16
120690949,285521089,1,,1863,2014-12-18 12
120878227,281683221,1,,1863,2014-11-24 20
120930631,237157376,1,96uwsd3,10187,2014-12-16 11
120930631,404398646,1,96uwts1,9753,2014-12-18 15
120981889,379733692,1,99cardm,12973,2014-12-10 23
121036637,59801863,1,99bm3go,3942,2014-11-30 19
121101101,343523579,1,,7229,2014-11-18 13
121133777,368240916,1,,6513,2014-12-17 21
121154696,77718207,1,,6327,2014-12-04 10
121194197,60872930,1,,5533,2014-12-03 04
121194197,5204493,1,,436,2014-12-07 18
12120138,151118731,1,,5653,2014-11-21 14
121348097,13630537,1,,1838,2014-11-28 14
121433186,392526410,1,9qv9kse,2054,2014-11-22 17
12149436,369716104,1,,9516,2014-12-17 21
121533470,241418463,1,99c4oak,7957,2014-11-23 22
121559339,335203340,1,,2513,2014-12-16 09
121568891,158040265,1,99nogt1,2261,2014-12-09 10
121576268,290484162,1,,3431,2014-11-20 09
121730210,56076856,1,ffe325l,9205,2014-12-01 18
12175632,71868546,1,,3783,2014-11-25 00
121760549,208801743,1,,13230,2014-12-04 08
122185670,173297958,1,9rdajup,3544,2014-11-28 22
122213930,9109229,1,95wqfde,7511,2014-12-01 17
122229572,235125836,1,,14079,2014-12-18 16
122317958,285057915,3,,11330,2014-11-23 22
122357459,205093321,1,,3064,2014-12-13 04
122373542,237265549,1,,12375,2014-12-15 01
122744693,179448711,1,,9541,2014-11-30 02
122744693,267652075,1,,2177,2014-12-03 08
122744693,212468106,1,,3381,2014-11-29 00
122744693,347576937,1,,9503,2014-12-14 20
122753960,278167255,1,9rfn4mm,13230,2014-12-09 19
122837762,124746510,1,94vcbns,2861,2014-11-27 23
122898581,307295197,1,,10507,2014-12-05 21
1230814,102765601,1,95ri2id,10072,2014-12-08 18
1230814,356302795,1,95ri2k6,4076,2014-12-17 11
1230814,373984621,1,95ri2ke,4076,2014-12-16 20
123110843,354984336,1,9qssfew,7995,2014-11-23 17
123122894,305402068,1,,12441,2014-11-29 17
123122894,4267105,1,,11279,2014-12-07 16
123159968,392115677,1,,10275,2014-12-18 19
123164447,294363791,2,95bphli,13186,2014-12-18 21
123234146,357450794,1,99ujl1i,6821,2014-12-04 16
123346481,137295384,1,99ujmq0,1269,2014-11-26 11
123354656,378539789,1,,8561,2014-12-04 16
123392219,674398,1,,4269,2014-12-16 23
123450950,156523023,1,,5894,2014-12-11 22
123458930,267624629,1,95o60hr,4364,2014-12-16 22
123515372,355010390,1,,5867,2014-12-03 18
12361452,284495750,1,,3673,2014-11-28 00
12361452,400947293,3,,5027,2014-12-11 02
12361452,248648758,1,96rlwpr,492,2014-12-13 08
12361452,207388927,1,96rlws4,5232,2014-12-13 18
123643658,50135192,1,99ui6v2,7572,2014-11-18 22
123774176,393408057,1,956rtv7,4370,2014-12-01 16
123778565,253764608,1,,10875,2014-12-04 22
123928874,327593251,1,,1451,2014-11-29 10
12405354,200670039,1,,5399,2014-12-04 00
12405354,329062354,1,,5399,2014-12-05 00
124166879,252568939,1,,7876,2014-12-17 17
124268417,335960472,2,99ccbjs,10356,2014-12-13 12
124600955,221295555,1,,10392,2014-12-02 20
124600955,306104900,1,,7032,2014-12-02 15
124606085,387949828,1,9rf95pn,7103,2014-11-20 17
124676570,139087055,1,,7021,2014-11-26 00
124752392,157463907,1,,2513,2014-11-30 23
124893137,161715528,1,95lkfdw,13230,2014-11-29 23
124993820,381262967,1,97rigao,2953,2014-12-08 21
125034299,152694759,1,,8095,2014-11-28 21
125042321,272188844,3,,8765,2014-12-17 01
125042321,292522183,1,,11279,2014-12-05 00
12506484,280336072,1,95qniuc,10894,2014-12-12 08
125255501,27507466,1,,5894,2014-12-18 20
125397377,262284420,1,,6648,2014-12-02 11
125503796,110058934,1,,4245,2014-12-13 22
125584802,335853565,1,94nvpeo,1838,2014-11-29 22
125584802,362104042,1,,3628,2014-12-12 04
125589239,40460429,1,,1083,2014-12-06 11
125717270,74053227,1,95wlpva,10523,2014-11-24 11
125717270,156660015,1,,11406,2014-12-14 07
125953023,76589106,1,94vu03k,5027,2014-12-18 17
126035691,233097169,1,,4370,2014-12-06 12
126045519,302572539,1,99ckwof,2825,2014-11-20 14
126047058,263753632,1,,7767,2014-12-16 17
126067131,401807878,1,,4593,2014-12-02 21
126067131,385149212,1,99chk0o,5558,2014-12-11 18
126170109,130084434,1,95f63wj,13230,2014-12-10 22
126335613,187817997,1,,6255,2014-12-15 23
126477888,60881625,1,97frm65,10533,2014-11-25 18
126497562,160430162,3,,9247,2014-12-12 08
126497562,14919191,1,,13515,2014-12-09 19
126518094,390969911,1,,12652,2014-12-01 10
126533085,366753252,1,,3670,2014-11-24 21
126605235,290814260,1,,12741,2014-12-11 09
12663312,160137075,1,95lkh6f,3381,2014-12-10 15
126672576,358407578,1,,1083,2014-12-16 00
126770922,187385230,3,,7767,2014-12-12 20
126825630,331318328,1,,780,2014-11-20 00
126849846,32568074,1,,10894,2014-12-11 09
127049889,192990346,1,,3381,2014-11-24 19
127059051,94153181,1,9qbi0sc,1838,2014-12-01 23
127092729,386242669,1,,5689,2014-12-12 19
127122129,73172731,1,,8099,2014-11-18 14
127137324,367968983,1,99nf2nc,8010,2014-11-22 20
127137324,376929041,1,99nf2bt,1427,2014-11-21 08
127163121,130188451,1,956wipt,3682,2014-11-19 23
127243332,55205703,1,,7767,2014-11-23 23
127243332,101293438,1,,9559,2014-11-19 15
127243332,141315756,1,,508,2014-12-13 22
127353330,186426422,1,,5399,2014-12-12 11
127372311,359183020,1,,318,2014-11-25 12
127383669,159447298,1,,11623,2014-12-13 23
127450470,8404426,1,99c1ahq,12328,2014-12-13 15
127453767,291098413,1,,10392,2014-11-18 13
127641639,246394778,1,94h7mb9,10894,2014-12-04 12
127707552,134168368,1,,1863,2014-12-17 01
127734195,42439223,3,9ti0l4t,340,2014-12-11 22
127865625,299987333,1,94ebsfl,6020,2014-11-26 22
127891023,129599629,1,95ubn6f,1863,2014-12-18 10
127891023,188989409,1,95ubn6n,1863,2014-12-18 10
127992951,50363570,1,,9516,2014-11-30 19
127997388,384152836,1,9q40239,3673,2014-12-02 12
127997388,11207682,1,,13773,2014-12-09 13
128051964,239160728,1,,1650,2014-12-07 00
128066361,149563551,1,,1632,2014-11-21 21
128066361,44442941,1,,7413,2014-11-19 19
128066361,382432753,1,,2175,2014-11-21 21
128130930,373532673,1,,9001,2014-12-06 20
128163615,187121338,1,9553p0e,11241,2014-12-13 08
128170431,274607729,1,,10984,2014-11-19 20
128317116,196585466,1,,11327,2014-11-24 15
128319453,182064305,1,95q6460,384,2014-11-24 15
128364630,103933289,1,962mh14,12172,2014-11-30 13
128488332,306408666,1,,11691,2014-12-13 15
128702811,290999637,1,,12630,2014-11-19 12
128705196,204397402,1,97wl5bs,1863,2014-11-28 22
128705196,37403558,1,,2953,2014-11-30 10
128727321,393218991,1,,1720,2014-12-10 19
128735781,183761699,1,,4370,2014-12-04 10
128760885,122721274,1,99sqvq1,14079,2014-12-13 19
128760885,109421054,1,,5894,2014-12-15 20
128760885,132482568,1,99sqvqp,11914,2014-12-12 23
128760885,177692127,1,99sqv4j,12855,2014-12-13 21
128762937,273784347,1,,8991,2014-12-10 12
128762937,23300814,1,,5248,2014-11-20 22
128767221,310016998,1,,2026,2014-11-25 12
128912448,226942540,1,,9559,2014-11-18 21
129000003,270335264,1,,13041,2014-11-30 20
